Word,ONsize,Frequency,NumSemFeats
warn,11,0.05059124,6
crop,6,0.037709903,8
cyst,2,0.019090729,8
bong,9,0.03337413,7
tsar,1,0.017998235,9
gong,6,0.032323033,8
slip,11,0.050753225,3
wilt,6,0.03009485,6
heal,13,0.04430626,10
taxi,0,0.050740626,12
visa,1,0.03663541,12
gate,12,0.052419864,6
gift,4,0.057887726,9
gulp,3,0.025316318,4
tarp,4,0.025316318,8
spam,9,0.026586995,11
exit,2,0.046784613,6
mute,6,0.032508414,3
duct,3,0.03430104,7
eyed,1,0.023219524,4
cold,11,0.06337359,7
whir,3,0.008588758,5
milk,5,0.054633647,12
last,9,0.07677688,6
prop,7,0.035555515,4
lush,9,0.026714781,8
slop,10,0.030177642,6
note,7,0.05643347,8
rush,10,0.052265078,1
mean,9,0.08101726,3
dell,14,0.032323033,3
bush,10,0.04601969,10
pimp,5,0.042177066,4
loan,6,0.04868523,9
risk,3,0.055745937,10
game,12,0.06795234,12
blab,4,0.021167725,4
text,4,0.03828405,10
hail,13,0.04476521,9
goop,8,0.022593185,2
jump,6,0.058506865,5
idly,1,0.021912852,9
cozy,2,0.03887439,5
sore,13,0.046493042,9
keen,5,0.03705477,5
dorm,5,0.0408056,9
lash,11,0.02940012,9
snug,4,0.028224833,5
nose,10,0.05849787,11
hive,9,0.025316318,6
tire,8,0.04499019,12
news,1,0.06521301,12
cusp,1,0.015750257,7
odds,0,0.048346862,9
fist,5,0.04093159,7
vase,6,0.035879485,9
than,3,0.07694426,5
till,14,0.0653084,4
stat,9,0.033429924,7
pine,14,0.03959792,11
fake,13,0.053402565,5
tall,14,0.052491855,3
rope,12,0.049730927,14
when,2,0.084859885,6
lint,8,0.027677687,7
nova,0,0.03837224,7
rely,0,0.040742606,5
atop,2,0.02561689,4
oven,5,0.042405643,13
avid,3,0.020050036,5
case,13,0.0694282,10
burr,4,0.022593185,8
diva,1,0.028735984,8
semi,0,0.032004464,9
chic,2,0.032004464,8
slur,6,0.019742265,4
crab,5,0.040438436,7
bios,1,0.008588758,7
womb,3,0.03508576,10
push,9,0.058587857,4
hypo,2,0.016727561,4
waxy,2,0.018379798,7
blah,1,0.045643527,4
veil,2,0.033851083,7
mutt,5,0.03611346,8
wash,11,0.05429348,9
form,10,0.054673243,1
skin,7,0.05490542,14
half,4,0.066697866,5
slow,12,0.059171002,6
poem,1,0.045755114,8
peso,1,0.015210309,8
posy,6,0.012580767,6
bake,13,0.0397671,9
brig,3,0.034054462,8
bran,3,0.027564298,9
heft,2,0.013325894,5
cent,10,0.042904194,12
sulk,5,0.023219524,7
thus,3,0.044954196,4
dirt,3,0.050693832,5
bait,3,0.043112975,6
tree,4,0.05794712,15
file,11,0.05490542,11
blot,7,0.02500315,7
nigh,2,0.02398265,4
aids,2,0.025906662,13
tune,5,0.046804413,12
hand,7,0.0693508,11
hose,10,0.04164612,5
tank,7,0.050670434,6
stun,4,0.030341426,6
yeah,1,0.08786019,7
mega,1,0.023610087,4
ours,0,0.05318119,2
mice,11,0.040051475,10
into,3,0.07798996,5
nerd,2,0.034680802,7
wick,9,0.03256961,9
stop,5,0.07660409,9
hone,13,0.023016144,5
pony,5,0.041683916,11
lava,1,0.035042565,6
bail,14,0.047630534,10
some,6,0.08358201,6
tong,6,0.031806484,10
bolt,9,0.04041504,8
loon,12,0.028118644,8
wimp,4,0.034252442,13
root,12,0.04368892,8
fare,16,0.039547525,6
ploy,5,0.028735984,8
road,5,0.062194705,11
hull,13,0.036599413,7
coil,8,0.029122947,5
grub,1,0.033208545,7
acne,2,0.02467738,11
rock,9,0.060150106,5
wren,1,0.017998235,6
wham,4,0.03049981,6
boot,16,0.04416947,10
zing,7,0.026714781,4
yuck,8,0.03579849,6
thin,5,0.048807617,2
isle,1,0.026966758,8
pomp,4,0.018379798,6
goof,8,0.0316031,4
cove,11,0.034587212,10
book,11,0.06577455,11
bath,6,0.052193087,10
gust,9,0.019742265,7
duck,14,0.05040766,15
void,0,0.036378033,7
open,3,0.0704145,7
lame,14,0.044016488,7
redo,0,0.029027555,5
toad,3,0.038928386,9
disk,7,0.040121667,5
wrap,2,0.047832113,9
rang,10,0.03857022,3
dike,12,0.018743362,9
bank,12,0.060042117,13
dust,10,0.05011249,3
deny,3,0.049264774,6
wine,16,0.05736758,7
dock,11,0.043127373,6
sent,12,0.06383075,2
twig,2,0.027791077,9
lust,10,0.0387646,3
sash,10,0.026455607,4
spur,5,0.028224833,8
sung,8,0.035130758,5
cite,7,0.02500315,8
gasp,3,0.029668292,5
balm,6,0.0214251,10
lean,10,0.043615125,3
obey,0,0.04245604,5
heir,2,0.038255252,3
chip,7,0.0489732,9
many,2,0.071312614,7
mink,13,0.03559691,9
amid,3,0.024509998,5
oops,1,0.04400389,6
rail,12,0.037223954,7
sync,0,0.034680802,7
glam,5,0.017175717,7
town,3,0.068409495,11
gala,2,0.029841075,10
slot,13,0.03865481,5
defy,2,0.03420385,9
heed,10,0.030012058,6
honk,6,0.032197043,4
airy,2,0.016727561,2
shed,3,0.044059683,11
boon,10,0.03125214,8
burn,6,0.056672845,7
ware,21,0.03153471,5
rust,11,0.032508414,10
jowl,4,0.007163298,6
sate,15,0.007163298,3
hope,11,0.0704199,5
reef,4,0.036190853,8
vary,2,0.024841165,4
fish,3,0.05990353,14
fuzz,2,0.030260434,2
boob,6,0.033953674,10
bang,9,0.048732024,7
edit,2,0.028636994,6
ally,1,0.052571047,8
fury,2,0.03583989,8
gear,11,0.046996996,11
exes,2,0.015750257,2
bomb,4,0.056447867,8
iffy,0,0.020345205,4
swap,9,0.035429526,9
sway,10,0.032629002,5
blob,7,0.026714781,6
thud,2,0.030579003,6
whiz,3,0.03599647,7
spat,11,0.028834974,6
tear,15,0.051082592,8
fold,11,0.042177066,6
else,1,0.07305484,4
ovum,0,0.010836738,13
fell,14,0.058854233,1
park,9,0.05875884,6
salt,4,0.048546642,8
neck,3,0.05725779,5
mess,6,0.05938518,3
brim,4,0.024509998,4
weak,6,0.052290276,6
dyer,2,0.019742265,7
dose,12,0.03837224,8
sewn,2,0.02744911,10
king,8,0.06331959,7
iced,0,0.036705602,6
ouch,2,0.044045284,3
film,3,0.057977717,13
soup,4,0.050542645,9
maid,6,0.049770523,8
lure,7,0.036671408,7
epic,0,0.03206926,7
hind,8,0.032386027,4
song,8,0.06080344,12
peck,8,0.035217147,2
mode,9,0.03816706,5
tend,7,0.044928998,5
stir,1,0.039218158,9
fuck,9,0.071717575,6
prom,3,0.047814116,12
etch,2,0.013325894,5
meth,4,0.03206926,13
kick,9,0.058899228,5
mini,4,0.03538813,4
past,12,0.06297943,9
flog,6,0.016254207,7
peek,13,0.038429834,4
cave,16,0.0459441,7
busy,4,0.061807744,5
idle,2,0.033320136,5
beep,11,0.039981283,6
ajar,1,0.019423697,4
gout,3,0.028010655,11
spun,6,0.02949011,3
lose,11,0.06519681,4
food,9,0.064710855,5
oats,3,0.031034358,11
goat,6,0.043732114,10
ashy,1,0.012580767,7
deck,6,0.05008729,15
bore,13,0.041336548,3
vain,5,0.039981283,8
teal,11,0.020345205,5
jock,8,0.04247404,6
lamb,3,0.043804105,12
cane,15,0.041907094,5
peel,8,0.03845863,6
seen,8,0.07184896,7
kiwi,0,0.023610087,11
told,9,0.0765177,2
perm,3,0.025467504,8
body,3,0.066553876,10
crap,7,0.05755116,7
grin,5,0.03315275,6
loco,2,0.030733788,6
zest,9,0.022593185,9
fern,0,0.034445025,9
cake,17,0.055083603,8
waft,6,0.011756448,3
fund,4,0.043789707,9
ammo,0,0.038485628,9
font,4,0.02500315,9
tide,10,0.04093159,10
spot,6,0.057524163,3
drag,4,0.05092241,6
soar,9,0.028735984,6
cork,9,0.03359011,12
reap,6,0.032808986,8
sift,5,0.023219524,5
nest,12,0.044142473,7
came,17,0.073303215,2
pour,7,0.046554238,5
meat,12,0.054835226,11
edgy,1,0.031806484,5
lull,7,0.026714781,4
crud,1,0.02561689,3
suds,0,0.019742265,6
hock,11,0.031394325,6
yank,4,0.03745433,4
mere,4,0.041453537,7
lots,1,0.05734238,3
mull,10,0.019742265,6
wall,10,0.05860226,6
pike,10,0.03725815,9
byte,1,0.00979284,8
flat,8,0.050854016,2
your,5,0.0938752,4
dent,11,0.035217147,5
smut,3,0.027902665,7
beat,18,0.06346538,8
muse,7,0.03049981,10
ante,1,0.031464517,5
lace,11,0.03559691,11
dupe,4,0.02214683,6
pile,12,0.045481544,3
rosy,3,0.034725796,6
kiss,5,0.06281384,8
rare,13,0.049235974,7
wane,14,0.015210309,5
wand,8,0.034155253,6
sham,7,0.028636994,6
coke,12,0.048168678,14
menu,1,0.043298356,6
yeti,0,0.015750257,8
heap,8,0.037740503,4
nice,7,0.07593816,10
hate,10,0.06728101,9
lied,2,0.054864023,5
tale,13,0.044752613,11
club,2,0.0612174,5
mile,17,0.049120788,7
quit,3,0.06049927,8
kind,8,0.07519483,7
mope,10,0.022373607,8
laud,4,0.00979284,6
pain,7,0.061150808,13
tour,5,0.052113894,7
cost,9,0.05663145,8
trot,2,0.030012058,10
wolf,2,0.048845414,8
glee,3,0.026455607,8
snag,5,0.030420618,3
mine,17,0.068504885,5
soda,1,0.04867803,13
loin,4,0.017598676,6
yell,10,0.048093088,9
nail,10,0.048192076,8
lieu,1,0.026320621,3
urge,0,0.040145066,9
suck,14,0.053083997,4
sofa,2,0.039165962,10
ahem,1,0.041257355,5
bats,4,0.039423335,11
anus,0,0.026185634,8
okra,0,0.020345205,9
wave,14,0.049214378,11
scam,10,0.039522327,6
scan,6,0.0428556,5
loop,8,0.04028185,8
hill,12,0.053659942,13
snub,3,0.018379798,4
dark,9,0.060367882,8
hint,6,0.042675618,9
glop,6,0.0031694893,8
okay,0,0.08475369,5
able,2,0.06498263,4
safe,8,0.064120516,14
drug,2,0.0551106,12
unit,1,0.05336837,7
flaw,9,0.034054462,4
girl,1,0.074737675,6
bowl,6,0.04928637,9
quiz,2,0.037834093,10
star,9,0.05970015,13
dame,14,0.04582351,10
hymn,0,0.029216537,10
fond,9,0.044964995,4
slum,9,0.027330322,12
aqua,0,0.027902665,5
make,16,0.08187218,3
shun,4,0.020345205,4
sang,12,0.041795503,6
help,6,0.07866849,8
been,9,0.083625205,5
cafe,9,0.038017675,10
seam,12,0.02214683,5
fang,6,0.03049981,9
noun,1,0.02062958,9
five,8,0.06951099,11
mark,8,0.059764944,5
land,9,0.060324688,5
rise,10,0.051206782,5
gray,7,0.049163982,5
kale,6,0.020903151,11
gene,2,0.046266265,8
