Word,ONsize,Frequency,NumSemFeats
long,6,0.07624053,5
fund,4,0.043789707,9
fray,4,0.02500315,4
ping,10,0.034680802,3
kilo,4,0.028932165,10
woke,8,0.050893612,5
itch,2,0.036525622,11
shag,4,0.030420618,8
hazy,2,0.023797268,3
sour,10,0.039113767,7
aged,2,0.035344936,3
stun,4,0.030341426,6
smut,3,0.027902665,7
here,8,0.09111067,1
rage,10,0.044291858,8
tiny,3,0.05246306,6
pace,10,0.042985186,9
punk,11,0.049477153,10
zoom,4,0.035260346,5
slay,10,0.03132413,7
watt,4,0.030341426,11
coot,15,0.022807365,9
sung,8,0.035130758,5
time,7,0.084564716,5
hero,5,0.055871926,9
sham,7,0.028636994,6
cite,7,0.02500315,8
rant,7,0.022373607,8
goal,3,0.04735336,6
them,3,0.083812386,2
last,9,0.07677688,6
lord,7,0.06383974,9
felt,7,0.06272745,8
grow,4,0.057255987,6
sang,12,0.041795503,6
tech,0,0.039839096,6
tidy,2,0.03559691,5
bask,9,0.021167725,6
meet,4,0.071156025,6
code,10,0.056370474,8
fail,13,0.050351866,5
wore,19,0.04919278,7
dope,14,0.04703479,6
darn,9,0.0459009,8
lean,10,0.043615125,3
coup,2,0.03286658,6
ante,1,0.031464517,5
span,8,0.030733788,4
reek,9,0.02467738,5
waft,6,0.011756448,3
said,7,0.08011555,3
both,2,0.06977736,5
seen,8,0.07184896,7
sold,9,0.05621209,7
achy,2,0.019423697,8
they,3,0.09034575,6
temp,1,0.034004066,8
bonk,9,0.017175717,5
joke,5,0.058856033,8
rush,10,0.052265078,1
wimp,4,0.034252442,13
wilt,6,0.03009485,6
spec,2,0.024337215,2
fury,2,0.03583989,8
mini,4,0.03538813,4
raid,5,0.042106874,7
zero,1,0.04928637,8
flaw,9,0.034054462,4
sulk,5,0.023219524,7
roam,5,0.03490758,7
lurk,3,0.018743362,6
task,6,0.04520977,8
beta,0,0.03499757,2
give,6,0.08052411,2
calm,4,0.06040568,9
dolt,6,0.02062958,8
redo,0,0.029027555,5
lush,9,0.026714781,8
even,2,0.07827433,7
kept,1,0.060438078,6
near,12,0.059867535,7
rich,1,0.05960836,9
solo,4,0.042106874,5
idle,2,0.033320136,5
eyed,1,0.023219524,4
less,3,0.062137112,5
ouch,2,0.044045284,3
romp,3,0.02062958,7
once,0,0.07099044,2
semi,0,0.032004464,9
noel,0,0.04828207,11
fact,5,0.06557837,7
pass,6,0.06192293,1
send,9,0.06589874,7
snob,5,0.031464517,7
pang,9,0.029027555,2
omen,4,0.029580101,8
wait,7,0.07785677,6
seek,10,0.048051693,6
wham,4,0.03049981,6
twit,2,0.028010655,2
lost,10,0.06919242,7
lazy,3,0.044479042,8
obey,0,0.04245604,5
hoax,1,0.032260038,10
aura,0,0.03009485,5
fret,2,0.030260434,1
used,1,0.07097244,6
sexy,0,0.05190151,7
scam,10,0.039522327,6
whir,3,0.008588758,5
took,8,0.07092925,5
hers,4,0.046862006,7
cozy,2,0.03887439,5
ruin,1,0.05151455,8
puny,3,0.028331023,4
shun,4,0.020345205,4
fear,12,0.058422275,9
rule,5,0.05560015,8
lied,2,0.054864023,5
dole,14,0.025161535,8
help,6,0.07866849,8
quit,3,0.06049927,8
undo,1,0.036881987,10
miss,8,0.07336981,4
jive,5,0.02949011,10
snug,4,0.028224833,5
flux,3,0.025762675,5
wane,14,0.015210309,5
rude,6,0.04950415,6
afar,1,0.026586995,4
daze,7,0.020903151,5
diss,9,0.019090729,4
mean,9,0.08101726,3
cost,9,0.05663145,8
some,6,0.08358201,6
neat,10,0.045040585,8
over,2,0.081499614,7
onto,2,0.05347816,4
muse,7,0.03049981,10
feat,11,0.028735984,5
pomp,4,0.018379798,6
mock,9,0.038485628,5
glam,5,0.017175717,7
nigh,2,0.02398265,4
busy,4,0.061807744,5
wild,4,0.056964416,6
brag,4,0.035173953,5
snub,3,0.018379798,4
foul,6,0.04621227,5
plea,1,0.040371843,5
info,1,0.03559691,6
most,10,0.07112183,3
sync,0,0.034680802,7
hark,11,0.02949011,5
your,5,0.0938752,4
many,2,0.071312614,7
dull,13,0.04480301,8
glad,3,0.06552438,8
dumb,2,0.05540757,4
nope,11,0.053101998,4
curt,8,0.03303936,6
lore,16,0.022373607,9
zeal,7,0.021671677,8
lull,7,0.026714781,4
told,9,0.0765177,2
into,3,0.07798996,5
feel,7,0.07566459,7
glee,3,0.026455607,8
amid,3,0.024509998,5
zest,9,0.022593185,9
chic,2,0.032004464,8
does,3,0.076141536,1
odds,0,0.048346862,9
lewd,2,0.027330322,4
away,2,0.07685967,7
dibs,2,0.03193787,4
dupe,4,0.02214683,6
meek,7,0.029668292,9
ploy,5,0.028735984,8
loss,7,0.051672935,2
thou,0,0.049635537,8
foxy,1,0.034104858,3
epic,0,0.03206926,7
nice,7,0.07593816,10
myth,3,0.040438436,6
stay,7,0.074132934,3
this,2,0.09554364,4
norm,3,0.034772594,5
glum,5,0.02561689,8
vast,8,0.03947373,8
deem,4,0.0214251,5
love,9,0.08016054,10
kind,8,0.07519483,7
easy,2,0.06895124,5
nosy,3,0.03348392,6
mega,1,0.023610087,4
oops,1,0.04400389,6
what,3,0.097185075,6
with,2,0.091965586,3
damn,4,0.06945879,10
ahoy,0,0.03559691,7
icky,1,0.02684257,4
jilt,5,0.0031694893,6
hate,10,0.06728101,9
fake,13,0.053402565,5
wise,9,0.051498353,10
rare,13,0.049235974,7
rely,0,0.040742606,5
urge,0,0.040145066,9
heed,10,0.030012058,6
vary,2,0.024841165,4
been,9,0.083625205,5
yeah,1,0.08786019,7
okay,0,0.08475369,5
vibe,4,0.038255252,5
loco,2,0.030733788,6
pure,6,0.050458055,9
pity,2,0.0500027,9
edgy,1,0.031806484,5
soul,4,0.05926819,7
defy,2,0.03420385,9
from,2,0.08487968,7
yuck,8,0.03579849,6
smug,4,0.032197043,7
grim,7,0.037583917,4
ours,0,0.05318119,2
gist,4,0.026185634,6
soon,7,0.06871007,6
sane,16,0.03868181,8
wish,6,0.06799553,10
wits,1,0.03359011,4
seem,7,0.063933335,4
hype,3,0.029216537,7
sure,5,0.08005436,4
lieu,1,0.026320621,3
anew,1,0.024337215,5
avid,3,0.020050036,5
moot,12,0.026714781,6
true,1,0.06857868,5
much,4,0.07909865,6
than,3,0.07694426,5
know,4,0.09294469,3
bias,1,0.029122947,5
else,1,0.07305484,4
knew,3,0.07151779,5
risk,3,0.055745937,10
idea,0,0.07130361,10
keen,5,0.03705477,5
when,2,0.084859885,6
lone,15,0.038314644,3
wont,4,0.029027555,5
ruse,8,0.02940012,4
that,5,0.1,4
fate,12,0.051071797,8
were,5,0.08328504,4
ever,2,0.07662569,5
such,3,0.06966757,4
very,2,0.08099926,7
mere,4,0.041453537,7
thus,3,0.044954196,4
zing,7,0.026714781,4
