noise_level,target_contribution_pct,clear_same_accuracy,clear_diff_accuracy,clear_overall_accuracy,noisy_same_accuracy,noisy_diff_accuracy,noisy_overall_accuracy,CRITICAL_METRIC_noisy_different,priming_benefit_noisy,priming_benefit_clear,n_clear_same,n_clear_diff,n_noisy_same,n_noisy_diff
3,25.0,99.48979591836735,98.70466321243524,98.96907216494846,43.36734693877551,23.28042328042328,30.139372822299652,23.28042328042328,20.086923658352234,0.7851327059321136,196,386,196,378
10,9.090909090909092,99.48979591836735,98.70466321243524,98.96907216494846,67.85714285714286,8.201058201058201,28.57142857142857,8.201058201058201,59.65608465608466,0.7851327059321136,196,386,196,378
20,4.761904761904762,99.48979591836735,98.70466321243524,98.96907216494846,94.89795918367348,1.8518518518518516,33.62369337979094,1.8518518518518516,93.04610733182163,0.7851327059321136,196,386,196,378
50,1.9607843137254901,99.48979591836735,98.70466321243524,98.96907216494846,99.48979591836735,0.0,33.972125435540065,0.0,99.48979591836735,0.7851327059321136,196,386,196,378
100,0.9900990099009901,99.48979591836735,98.70466321243524,98.96907216494846,98.46938775510205,0.0,33.62369337979094,0.0,98.46938775510205,0.7851327059321136,196,386,196,378
