file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
cynic,0.0,0.41018140589569163,MFA_Ready,-51.12257645769817,-50.20288925170898,1.7627634599708508,10.669251954827423
programme,0.0,0.7973015873015873,MFA_Ready,-50.09932250976563,-50.85475158691406,1.7541256021670324,9.339901619480177
meeting,0.0,0.5846031746031746,MFA_Ready,-46.75985402074353,-47.570458221435544,1.754124780671373,6.528323109991337
body,0.0,0.5366666666666666,MFA_Ready,-40.61371979890046,-47.208338260650635,1.7509168192021047,17.10422985854564
cottage,0.0,0.7915419501133787,MFA_Ready,-45.63352637954905,-44.924530029296875,1.7480843801938606,5.573969212885348
guitar,0.0,0.5775963718820861,MFA_Ready,-49.26385287580819,-54.13385848999023,1.7436183746885998,5.124931779472362
forearm,0.0,0.7707709750566893,MFA_Ready,-45.48895025872565,-44.56358337402344,1.7436183746885998,4.908289539607399
rocket,0.0,0.5830385487528345,MFA_Ready,-47.993976461476294,-47.26435928344726,1.7436183746885998,17.21359652176006
odour,0.0,0.5278231292517007,MFA_Ready,-50.77792876621462,-51.85436153411865,1.7436177440978289,8.631832922801784
flannel,0.0,0.6901133786848073,MFA_Ready,-41.60896102241848,-43.44386005401611,1.7426976859157892,8.072383615473687
moonlight,0.0,0.6819047619047619,MFA_Ready,-46.60764088350184,-46.38593037923177,1.7426976859157892,10.719754370697576
toilet,0.0,0.5801587301587302,MFA_Ready,-49.97543861126078,-49.788787078857425,1.7426976859157892,15.547970316730826
reflex,0.0,0.8673696145124716,MFA_Ready,-49.107405037715516,-49.34135709490095,1.7426976859157892,9.107286073549854
closet,0.0,0.580952380952381,MFA_Ready,-50.227492759967674,-51.8657283782959,1.742697544330872,3.056614906463434
planet,0.0,0.67421768707483,MFA_Ready,-46.52731824277052,-47.522440592447914,1.742697544330872,16.813555345625453
clover,0.0,0.6715192743764172,MFA_Ready,-42.11759561567164,-42.91427307128906,1.742697402745955,5.860777217825785
surplus,0.0,0.9768934240362812,MFA_Ready,-49.245969188456634,-48.83184814453125,1.7426971195761205,10.059897959216006
stumble,0.0,0.7031972789115646,MFA_Ready,-43.68053501674107,-44.54442841666086,1.738638698326785,14.538018092679124
advice,0.0,0.7035374149659864,MFA_Ready,-48.059580775669644,-51.97934494018555,1.73488994901254,7.057660850730432
tennis,0.0,0.7475056689342403,MFA_Ready,-46.51621744791667,-43.46302947998047,1.73488994901254,5.2731594481014135
purpose,0.0,0.7397732426303855,MFA_Ready,-48.506736961570944,-51.81228179931641,1.7348885847560203,10.80933533467034
device,0.0,0.6820861678004535,MFA_Ready,-43.3355282054228,-47.251930236816406,1.7348885847560203,7.263047447906828
rifle,0.0,0.632562358276644,MFA_Ready,-47.82290504092262,-47.02272262573242,1.7265722653423752,15.471625701827382
presence,0.0,0.9076870748299319,MFA_Ready,-48.22150261847528,-46.804918016706196,1.722166154638962,12.404318383304773
welcome,0.0,0.6632199546485261,MFA_Ready,-49.58296342329545,-47.323071797688804,1.716947239514124,6.700549463621645
breakfast,0.0,0.8597052154195012,MFA_Ready,-51.8156000181686,-53.050153732299805,1.7169471053631586,6.710333693064406
capsule,0.0,0.7781859410430839,MFA_Ready,-55.121031149839745,-55.23178354899088,1.7019698237722376,12.213166723000054
talent,0.0,0.6045804988662131,MFA_Ready,-48.238627115885414,-47.17733637491862,1.701969378235509,9.363667684365382
context,0.0,0.8168480725623583,MFA_Ready,-49.25136063738567,-49.05971908569336,1.69837549818431,10.783112002487275
exchange,0.0,0.9020408163265307,MFA_Ready,-49.727213541666664,-54.67231042044504,1.6983748160560501,3.743532355942005
transfer,0.0,0.7858049886621316,MFA_Ready,-48.836070386669306,-48.642036710466655,1.6983748160560501,6.827035504109091
landscape,0.0,0.8326303854875283,MFA_Ready,-48.27992928746235,-49.140493392944336,1.6983748160560501,7.039928992132051
shoulder,0.0,0.6814512471655328,MFA_Ready,-47.90333826401655,-44.803376007080075,1.687663967121725,13.762696292057417
tiger,0.0,0.7378458049886621,MFA_Ready,-52.778039880701016,-53.36551570892334,1.6786005299647349,13.593413488907828
symbol,0.0,0.7258956916099774,MFA_Ready,-45.3324191994863,-46.42141914367676,1.6778795132944264,5.913331020904284
navel,0.0,0.7472562358276644,MFA_Ready,-48.545244140625,-48.92309341430664,1.6778789469547577,8.578662769915901
alien,0.0,0.6756009070294785,MFA_Ready,-41.398538028492645,-37.76430778503418,1.6778089614734164,10.164556129859474
ceiling,0.0,0.8249659863945579,MFA_Ready,-43.869581842996986,-40.12563858032227,1.673238215291926,4.8111645861137475
thistle,0.0,0.49551020408163265,MFA_Ready,-49.5723876953125,-49.026004791259766,1.6604921697168973,12.35241002256166
thinker,0.0,0.5939682539682539,MFA_Ready,-52.742249569650426,-54.18788833618164,1.6604921697168973,8.521749820908894
current,0.0,0.5731519274376418,MFA_Ready,-48.666208367598685,-47.593187713623045,1.6601959437189784,10.357931800269352
finish,0.0,0.7309297052154196,MFA_Ready,-44.74691981485445,-42.671277618408205,1.657837068156103,6.77993270291384
trouble,0.0,0.5869160997732427,MFA_Ready,-46.945043531514834,-45.45814832051595,1.6551358865366554,10.037954615164626
rumble,0.0,0.6381859410430839,MFA_Ready,-47.67839813232422,-47.604806900024414,1.6551358865366554,12.555548358015749
table,0.0,0.5858956916099773,MFA_Ready,-46.23958885063559,-45.74241180419922,1.6551358865366554,10.852644623838717
alert,0.0,0.5826984126984127,MFA_Ready,-53.704114190463365,-56.61485576629639,1.6551357160278817,10.375172347127624
bubble,0.0,0.4424489795918367,MFA_Ready,-42.504241943359375,-47.349019622802736,1.6551356137226172,8.934570469498631
pebble,0.0,0.5547619047619048,MFA_Ready,-52.94300426136363,-50.32900619506836,1.6551353409085792,10.816282670929866
envy,0.0,0.6947165532879819,MFA_Ready,-42.41390681612319,-43.35396862030029,1.65345830691632,3.844112419150804
pity,0.0,0.5852154195011338,MFA_Ready,-49.64295881885593,-50.60232639312744,1.65345830691632,16.031023873927865
jury,0.0,0.592108843537415,MFA_Ready,-44.09006720074152,-45.047173500061035,1.6534577843927054,15.199446570835406
contract,0.0,1.0129024943310658,MFA_Ready,-51.13794187035891,-50.20807409286499,1.6465405105129949,10.199158821187424
extent,0.0,0.8445124716553288,MFA_Ready,-49.862984793526785,-54.41975838797433,1.6465405105129949,3.8908158187721575
dispute,0.0,0.8817233560090703,MFA_Ready,-49.55729536576705,-48.7390125819615,1.6465405105129949,3.7603506562690434
sofa,0.0,0.7238548752834467,MFA_Ready,-47.75114610460069,-45.752638816833496,1.6403480236247172,4.109362140221883
giant,0.0,0.6707709750566894,MFA_Ready,-45.37756165461754,-46.87175674438477,1.6403474779966407,11.490516082956184
cabbage,0.0,0.8241723356009071,MFA_Ready,-47.41893638052591,-46.67100982666015,1.6403474779966407,10.79301601340866
triumph,0.0,0.7542403628117914,MFA_Ready,-42.71996419270833,-43.885495821634926,1.6403474779966407,12.683026929751065
reason,0.0,0.7410430839002268,MFA_Ready,-41.9494529930321,-40.80318489074707,1.6403474779966407,5.905424370210675
office,0.0,0.7242176870748299,MFA_Ready,-42.064978705512154,-41.68350028991699,1.6403474779966407,8.111195168324318
robin,0.0,0.6403174603174603,MFA_Ready,-43.04118347167969,-43.37503547668457,1.6403469323685644,14.445040149025054
vapour,0.0,0.6922675736961451,MFA_Ready,-47.40352199388587,-48.49144592285156,1.6264459194053271,6.731022425114851
pleasure,0.0,0.7429478458049886,MFA_Ready,-50.775654560810814,-51.91607437133789,1.6217176424881425,8.385755999497732
upright,0.0,0.6163492063492063,MFA_Ready,-57.69100066154234,-56.02053985595703,1.62171738213172,13.739593729569751
lawyer,0.0,0.6207482993197279,MFA_Ready,-44.87545677923387,-46.16877873738607,1.6013238962841285,5.803406121541915
basement,0.0,0.7365986394557823,MFA_Ready,-45.42300002639358,-48.75792557852609,1.6006667649541917,17.37740449023652
content,0.0,0.5408163265306123,MFA_Ready,-51.26165093315972,-50.94190270560129,1.6006660576104277,3.6567280882759015
payment,0.0,0.48820861678004535,MFA_Ready,-49.96480389030612,-52.080514907836914,1.6006660576104277,6.181295265627593
chestnut,0.0,1.2891383219954649,MFA_Ready,-48.38151420179263,-54.048954010009766,1.6006660576104277,7.99013182043371
treatment,0.0,0.790453514739229,MFA_Ready,-52.0596444818038,-50.294132709503174,1.600665350266664,11.645592142096472
window,0.0,0.7403174603174603,MFA_Ready,-45.380499762457774,-46.685332489013675,1.5950240445069084,9.258090788518238
wallet,0.0,0.6224036281179138,MFA_Ready,-41.846573368195564,-41.134714126586914,1.5950240445069084,18.002496466810776
pattern,0.0,0.7243537414965986,MFA_Ready,-48.373697916666664,-48.72675399780273,1.5879083589124723,4.726351841886498
concert,0.0,0.6457596371882086,MFA_Ready,-47.92956730769231,-48.53459358215332,1.5879083589124723,7.919323911723296
lizard,0.0,0.5668934240362812,MFA_Ready,-48.92304858826754,-46.197209167480466,1.5879083589124723,8.157203082678667
closer,0.0,0.6593650793650794,MFA_Ready,-50.65096398555871,-49.46093902587891,1.587907585977261,3.633291710207793
winter,0.0,0.5504308390022675,MFA_Ready,-54.09225408380682,-51.423675537109375,1.587907585977261,8.05254303221723
worker,0.0,0.5705215419501134,MFA_Ready,-47.18713164747807,-45.60322380065918,1.5879068130420495,5.0652706399048135
athlete,0.0,0.5375736961451247,MFA_Ready,-48.584780092592595,-47.27543716430664,1.5867759266351742,0.7954723154574559
essay,0.0,0.6302947845804988,MFA_Ready,-44.65560283358135,-44.67540613810221,1.5859479982801312,10.468016193320924
sunlight,0.0,0.7063718820861677,MFA_Ready,-44.38520232724472,-45.43658192952474,1.5808329527886087,16.142975675999597
contact,0.0,0.9249886621315193,MFA_Ready,-50.850512432795696,-49.57906995500837,1.5666503730189958,11.29849068488226
vacuum,0.0,0.8040136054421768,MFA_Ready,-46.5864013671875,-46.841447830200195,1.5666496642743284,4.540282103621639
elbow,0.0,0.6302721088435375,MFA_Ready,-40.17791651165675,-39.080830574035645,1.5618511730486928,6.037931160005183
husband,0.0,0.9013605442176871,MFA_Ready,-49.317073567708334,-48.24186706542969,1.5618505970324252,7.130409337430823
mistress,0.0,0.7486848072562359,MFA_Ready,-47.4121484375,-47.18303843906948,1.5536535232330306,10.344653651661915
influence,0.0,0.9075510204081633,MFA_Ready,-49.855425824175825,-48.72749137878418,1.5526658080728892,10.561387544309142
soldier,0.0,0.8036734693877551,MFA_Ready,-45.123233032226565,-43.56969947814942,1.5526658080728892,11.501514505270084
platform,0.0,0.7745578231292517,MFA_Ready,-47.00035511363637,-46.68411350250244,1.5526655249030548,3.132551282203014
platter,0.0,0.5471655328798186,MFA_Ready,-43.441996626420455,-44.520917892456055,1.5526655249030548,5.718164314540008
liquid,0.0,0.5766893424036281,MFA_Ready,-53.89395878232759,-52.580461502075195,1.5526654895068255,6.654935142489247
flashlight,0.0,0.7496145124716553,MFA_Ready,-44.69335286458333,-45.20475796290806,1.5526652417332203,2.348433929374199
fifteen,0.0,0.6865532879818594,MFA_Ready,-49.520263671875,-48.78685633341471,1.5486574743234636,20.555434628657483
autumn,0.0,0.5343764172335601,MFA_Ready,-50.238221366450475,-50.93380355834961,1.5367090598271504,6.6099280543290355
council,0.0,0.7769614512471655,MFA_Ready,-51.11682754907853,-50.45231691996256,1.5340590202107256,8.45199484053514
protest,0.0,0.8217460317460318,MFA_Ready,-52.46558212652439,-52.41324833461216,1.5336806123320132,8.434506429633078
reward,0.0,0.7206575963718821,MFA_Ready,-41.01573689778646,-41.32869815826416,1.5320274250219945,14.814903334514465
arrow,0.0,0.5219274376417233,MFA_Ready,-40.73656757061298,-39.548300425211586,1.5320272673743016,7.530541497565739
grocer,0.0,0.8378458049886621,MFA_Ready,-53.154413132440474,-52.33343658447266,1.5320269520789163,12.787932125102017
beaver,0.0,0.5695011337868481,MFA_Ready,-48.62047269051535,-51.40073204040527,1.5306133388448226,12.268822069780185
burner,0.0,0.466281179138322,MFA_Ready,-43.21785914644282,-51.83466625213623,1.5306133388448226,7.400392057679728
napkin,0.0,0.6863038548752834,MFA_Ready,-50.469889322916664,-50.00453758239746,1.5249484393089574,3.256289808752115
garlic,0.0,0.4899092970521542,MFA_Ready,-45.54335738201531,-48.37596829732259,1.52494773056429,8.553143428352662
suspect,0.0,0.8487528344671201,MFA_Ready,-53.08635110294118,-51.134638105119976,1.52494773056429,9.240210385794903
pliers,0.0,0.8894784580498866,MFA_Ready,-45.965748990519664,-48.76805229187012,1.524340776602341,7.211173733473515
cover,0.0,0.5762131519274376,MFA_Ready,-44.46285274110991,-45.67430782318115,1.524340776602341,14.653177133489923
lumber,0.0,0.7092290249433106,MFA_Ready,-44.60889015735035,-44.87463455200195,1.524340776602341,12.880942389008197
better,0.0,0.48376417233560093,MFA_Ready,-38.071940104166664,-44.570048332214355,1.5243400036671295,11.051503573954104
powder,0.0,0.673718820861678,MFA_Ready,-49.16807077891791,-52.431697845458984,1.5243400036671295,14.075063052793531
meadow,0.0,0.6041950113378685,MFA_Ready,-48.2681396484375,-43.89531087875366,1.5240316927296036,8.211320285895162
measure,0.0,0.6246938775510205,MFA_Ready,-43.670264459425404,-42.90111541748047,1.5240314244276727,5.447195583055937
despair,0.0,0.6008163265306122,MFA_Ready,-47.83734944661458,-49.675926208496094,1.5240311561257416,2.4722673691101953
painter,0.0,0.7698866213151927,MFA_Ready,-48.98488864650974,-48.14975509643555,1.5232826280392135,6.995086038058879
picture,0.0,0.570204081632653,MFA_Ready,-58.97287040844298,-60.081816864013675,1.5232826280392135,5.431207322188353
piano,0.0,0.604172335600907,MFA_Ready,-39.05360514322917,-39.39204063415527,1.5232826280392135,6.148661510958359
romance,0.0,0.8263265306122449,MFA_Ready,-46.641772166792165,-44.22613016764323,1.5227273510208068,12.589156937800102
childhood,0.0,0.7517460317460317,MFA_Ready,-47.582600911458336,-47.71521432059152,1.513099419282641,13.462288684648428
cradle,0.0,0.601156462585034,MFA_Ready,-46.45006510416667,-47.705586751302086,1.5098244463010535,16.59716579400888
tower,0.0,0.6369160997732426,MFA_Ready,-40.971092224121094,-42.843573252360024,1.5080579633520823,6.880152114742412
flower,0.0,0.7963945578231293,MFA_Ready,-38.00737609863281,-38.23385715484619,1.5080572659509346,6.528432530742318
lettuce,0.0,0.6998866213151927,MFA_Ready,-46.43676409040179,-44.61277389526367,1.5060052220643447,9.73892949738713
genius,0.0,0.8595238095238096,MFA_Ready,-46.21746684229651,-44.42100969950358,1.5060052220643447,3.2233681881154226
notice,0.0,0.9715419501133787,MFA_Ready,-44.578794499033506,-45.2363784790039,1.5060052220643447,6.929316573795738
cellar,0.0,0.6750566893424036,MFA_Ready,-44.912454044117645,-42.964232444763184,1.506004881000215,9.250612977214207
circus,0.0,0.8213832199546486,MFA_Ready,-50.47288252667683,-51.87585525512695,1.506004881000215,8.12156534583793
sewer,0.0,0.6284126984126984,MFA_Ready,-45.56684802827381,-43.91432189941406,1.506004881000215,4.764034486230351
button,0.0,0.5308616780045351,MFA_Ready,-49.75668392541274,-50.74451217651367,1.505272628965484,9.027675990740686
knowledge,0.0,0.8406122448979592,MFA_Ready,-46.40806652250744,-42.923393630981444,1.490858299900238,7.465548968723159
refrain,0.0,0.7573242630385487,MFA_Ready,-42.05345073499178,-44.97529570261637,1.4898835845270617,11.679098531373004
devil,0.0,0.5001587301587301,MFA_Ready,-50.844736328125,-51.55012435913086,1.4878476354515264,15.210017275404276
angle,0.0,0.6627664399092971,MFA_Ready,-45.81826319839015,-45.48245849609375,1.4878476354515264,12.57346709596251
girdle,0.0,0.5336281179138322,MFA_Ready,-41.985033719044814,-45.2099853515625,1.4878476354515264,11.062646741146661
nightfall,0.0,0.803718820861678,MFA_Ready,-52.157464599609376,-50.78705342610677,1.4878470691118575,8.700320407243403
chipmunk,0.0,0.6840816326530612,MFA_Ready,-56.668525247012866,-56.08649172101702,1.487591073652695,7.2216463152727215
pony,0.0,0.5538775510204081,MFA_Ready,-41.31133700284091,-41.38265609741211,1.4854918623321578,5.077618826986111
response,0.0,1.0727210884353742,MFA_Ready,-49.481308411214954,-50.025968824114116,1.4848219060631305,3.8518967901426713
pigeon,0.0,0.6592743764172335,MFA_Ready,-49.00230823863637,-49.95598373413086,1.4848219060631305,5.830463185081179
angel,0.0,0.6001360544217688,MFA_Ready,-51.935526529947914,-50.70365982055664,1.4848213755553077,8.34670132702012
poison,0.0,0.6752380952380952,MFA_Ready,-45.60205078125,-45.56376266479492,1.4848204913756027,6.6238262898080436
delight,0.0,0.6548299319727892,MFA_Ready,-45.456009615384616,-48.19809417724609,1.484364046018261,2.28999856519016
recruit,0.0,0.7349433106575963,MFA_Ready,-53.732314854452056,-52.35349909464518,1.484364046018261,7.2230445322575605
asphalt,0.0,0.7277551020408163,MFA_Ready,-49.234682684075345,-48.08253860473633,1.484364046018261,10.419634307393302
travel,0.0,0.7553514739229025,MFA_Ready,-46.6144377055921,-46.76207733154297,1.484364046018261,4.71104761458832
manner,0.0,0.6475056689342403,MFA_Ready,-43.05830078125,-41.28181219100952,1.4784768411181097,7.125341247467393
member,0.0,0.6248299319727891,MFA_Ready,-46.084771925403224,-42.605617904663085,1.4784768411181097,8.349841714908703
movie,0.0,0.714671201814059,MFA_Ready,-44.31576323173415,-44.71512699127197,1.4781281206703667,16.08693048028945
belly,0.0,0.6651020408163265,MFA_Ready,-44.58708532532649,-45.26125431060791,1.4781281206703667,10.69497002709398
squirrel,0.0,0.828843537414966,MFA_Ready,-50.292133377259034,-48.40307299296061,1.4658708246019991,18.431639256346244
woman,0.0,0.6434013605442177,MFA_Ready,-40.80690002441406,-41.90493659973144,1.4572652507319275,8.032927115173361
riot,0.0,0.5300226757369615,MFA_Ready,-43.761359448702834,-44.890355587005615,1.4572652507319275,9.722835950253785
item,0.0,0.5788888888888889,MFA_Ready,-50.156603582974135,-49.32333755493164,1.4572652507319275,6.079838332240723
motion,0.0,0.6704308390022675,MFA_Ready,-40.17462249300373,-39.67079620361328,1.4572652507319275,11.839227621515239
diet,0.0,0.4534920634920635,MFA_Ready,-42.672078450520836,-50.46026802062988,1.4572649779178894,4.6550764471532595
other,0.0,0.45598639455782314,MFA_Ready,-48.085518215013586,-47.96206283569336,1.451600975231459,11.60036021715775
mustard,0.0,0.8192290249433106,MFA_Ready,-46.976705411585364,-46.06280771891276,1.451600975231459,14.815037546247076
onion,0.0,0.5816780045351474,MFA_Ready,-39.81661671605603,-38.44475555419922,1.451600975231459,7.897408439636983
mortgage,0.0,0.9591609977324264,MFA_Ready,-45.57422383626302,-43.05555280049642,1.4503435341338717,6.8750118779459015
mimic,0.0,0.6151473922902494,MFA_Ready,-47.78487273185484,-43.60088272094727,1.4503429157525196,10.940886270147082
shortage,0.0,0.8606575963718821,MFA_Ready,-44.35960494640262,-43.89720598856608,1.4503429157525196,10.709590558054995
college,0.0,0.7644444444444445,MFA_Ready,-41.78824655633224,-39.264237594604495,1.4503429157525196,10.602127877017082
hazard,0.0,0.6733333333333333,MFA_Ready,-49.25082351912314,-50.54515380859375,1.4473130993663466,5.756784560067857
honey,0.0,0.5594557823129251,MFA_Ready,-47.40407453264509,-44.40104103088379,1.4473130993663466,4.590907590960626
gallon,0.0,0.6052380952380952,MFA_Ready,-44.590211962090166,-47.52761535644531,1.4441590454816167,10.634149820162833
gutter,0.0,0.43038548752834466,MFA_Ready,-45.55936875454215,-47.19129467010498,1.4441590454816167,7.950252254909266
entrance,0.0,0.8475283446712019,MFA_Ready,-46.65926872702206,-46.4263916015625,1.430249653855108,10.43625347118099
oral,0.0,0.5766893424036281,MFA_Ready,-39.619763604525865,-37.75638484954834,1.4249346606585507,11.591325330227452
quarter,0.0,0.5558503401360544,MFA_Ready,-48.038975306919646,-47.870104217529295,1.4167647766697782,5.01196862079394
opening,0.0,0.5783673469387756,MFA_Ready,-45.65813577586207,-43.14013481140137,1.4113651973971508,6.622821955648195
second,0.0,0.6333333333333333,MFA_Ready,-52.12034195188492,-51.83102035522461,1.406536485439924,7.227443466240896
salad,0.0,0.6319727891156462,MFA_Ready,-46.852907211061506,-46.70980682373047,1.406536485439924,2.4357096504806606
bedroom,0.0,0.5864172335600907,MFA_Ready,-44.38689668299788,-45.55337333679199,1.4065349237106102,5.73902412513268
island,0.0,0.7097505668934241,MFA_Ready,-50.435921682438384,-48.942185974121095,1.4065339866730218,4.972067373757042
brilliant,0.0,0.6379138321995464,MFA_Ready,-47.851470947265625,-49.1878342628479,1.4057004273445242,12.378760063479444
hamster,0.0,0.8782086167800454,MFA_Ready,-52.7590165571733,-51.352762858072914,1.4029750261291625,6.04741006390427
anchor,0.0,0.583469387755102,MFA_Ready,-48.45693864493534,-47.934091567993164,1.4029748033607983,7.115506404358101
tractor,0.0,0.7087755102040816,MFA_Ready,-51.646233357174296,-52.57516288757324,1.402974580592434,9.118961965604804
canteen,0.0,0.9293877551020409,MFA_Ready,-46.99745358702957,-45.40643310546875,1.401078711708633,2.358311800191146
speaker,0.0,0.8047392290249433,MFA_Ready,-52.46177368164062,-49.078057861328126,1.401078493646493,7.43672573525221
keeper,0.0,0.6921995464852607,MFA_Ready,-52.50472712862319,-49.859331130981445,1.4010781953937594,7.173772641413144
creature,0.0,0.5620408163265306,MFA_Ready,-54.594896589006694,-53.989559173583984,1.4010781953937594,12.808254457471541
morning,0.0,0.7253514739229024,MFA_Ready,-41.071914463827056,-39.21137682596842,1.3633211016908324,7.397966751626019
chimney,0.0,0.6587074829931973,MFA_Ready,-45.03770123106061,-43.75538330078125,1.3633211016908324,7.3747180593358514
finance,0.0,0.8271201814058957,MFA_Ready,-47.031723573983435,-47.679412206014,1.3633203943470686,9.678304611789734
problem,0.0,0.645374149659864,MFA_Ready,-46.156449068509616,-47.23908478873117,1.36263336389032,8.69561163981847
flicker,0.0,0.6943083900226757,MFA_Ready,-48.71120994678442,-49.7182014465332,1.36263336389032,11.777888548633051
bracelet,0.0,0.6791609977324263,MFA_Ready,-50.6021728515625,-51.06767218453543,1.36263336389032,11.804612124380952
walnut,0.0,0.5080272108843538,MFA_Ready,-44.361428653492645,-45.308119455973305,1.36263336389032,9.03352545002468
misuse,0.0,0.778639455782313,MFA_Ready,-48.36442683293269,-46.01325035095215,1.3601315493788275,9.533579538573552
shelter,0.0,0.7333106575963719,MFA_Ready,-51.342124625428085,-50.15425186157226,1.356838827000729,13.199424775470803
pepper,0.0,0.6615192743764172,MFA_Ready,-51.53884055397727,-51.066161155700684,1.356838290396867,7.565263080538479
pressure,0.0,0.6198412698412699,MFA_Ready,-49.0157470703125,-48.24809265136719,1.356838290396867,13.804246206673714
carrot,0.0,0.5553061224489796,MFA_Ready,-49.05554635184152,-46.42859230041504,1.356838022094936,14.28196286764016
forest,0.0,1.1036281179138323,MFA_Ready,-44.15432350852273,-42.06717173258463,1.355075349894099,6.163358524781138
football,0.0,0.9728117913832199,MFA_Ready,-45.95299412048969,-46.483144760131836,1.355075349894099,1.4500098173239593
refuse,0.0,0.8366213151927437,MFA_Ready,-45.593072800409224,-46.443002700805664,1.3543658481481036,16.847852141621082
crystal,0.0,0.6954195011337868,MFA_Ready,-47.519374302455354,-48.740433829171316,1.3486913841292052,8.129009788703243
filter,0.0,0.7251473922902494,MFA_Ready,-50.541641026327056,-47.6479995727539,1.3486913841292052,2.937588305814387
whisker,0.0,0.6508163265306123,MFA_Ready,-52.860595703125,-50.50330429077148,1.348690610072914,12.99416331860656
bristle,0.0,0.5927210884353742,MFA_Ready,-50.83904098252118,-51.29739189147949,1.348690610072914,12.876506998258453
mixture,0.0,0.7060090702947845,MFA_Ready,-51.59485035211268,-53.40907669067383,1.3486902230447684,2.2671582819213256
children,0.0,0.7147392290249434,MFA_Ready,-44.739089321082744,-44.00980922154018,1.3486902230447684,11.924649227325787
pillow,0.0,0.5763492063492064,MFA_Ready,-45.77118130387931,-46.622182846069336,1.3486902230447684,7.353544808869501
hammer,0.0,0.5519727891156463,MFA_Ready,-43.86696111505682,-43.202219009399414,1.3285545863425758,5.832564883088491
modern,0.0,0.5722222222222222,MFA_Ready,-46.947081448739034,-48.52273368835449,1.3285538134073644,16.839074456294608
standard,0.0,0.7923809523809524,MFA_Ready,-48.147380587420884,-49.68420628138951,1.328553040472153,15.26301981664718
money,0.0,0.4473922902494331,MFA_Ready,-49.51487087673611,-44.899858474731445,1.327149634028739,8.140639538033959
aerial,0.0,0.6159183673469387,MFA_Ready,-43.50277611517137,-39.411581420898436,1.3271493727669317,11.449003245748703
audience,0.0,0.7196825396825397,MFA_Ready,-48.377950032552086,-48.643394470214844,1.3271493727669317,5.786851382474524
Indian,0.0,0.5642857142857143,MFA_Ready,-40.47596958705357,-40.971841176350914,1.3271493727669317,6.5937010744852955
saucer,0.0,0.7746258503401361,MFA_Ready,-47.63149984780844,-45.38370895385742,1.3225013403515313,9.622692328406107
dollar,0.0,0.5685487528344672,MFA_Ready,-38.05904776589912,-41.283398151397705,1.3225011807541913,10.585217712142889
bottle,0.0,0.5287528344671202,MFA_Ready,-36.938372917895045,-44.21265487670898,1.3225010610561863,8.195107479795542
soccer,0.0,0.7624716553287982,MFA_Ready,-43.87538227282072,-44.386155128479004,1.322501021156851,5.611190204610537
father,0.0,0.6769614512471656,MFA_Ready,-43.240532370174634,-41.93309497833252,1.322501021156851,5.5568303369253265
salute,0.0,0.6948072562358276,MFA_Ready,-49.1611328125,-47.67405319213867,1.322188064847516,9.303862910568064
infant,0.0,0.7258503401360544,MFA_Ready,-48.717877113655824,-46.23366355895996,1.322188064847516,10.909408807219176
respect,0.0,0.7960997732426304,MFA_Ready,-50.82024230957031,-50.36885234287807,1.3221875815235271,10.67771708083199
statement,0.0,0.96,MFA_Ready,-49.5130615234375,-49.684165954589844,1.3221875815235271,7.597643829273423
budget,0.0,0.5409977324263039,MFA_Ready,-52.75376609519676,-53.93198013305664,1.3221870981995385,10.642379565707689
reptile,0.0,0.828140589569161,MFA_Ready,-51.964984939759034,-51.708855946858726,1.320435844764618,15.046487973083089
sorrow,0.0,0.7083446712018141,MFA_Ready,-43.01403292803697,-38.69406986236572,1.320435844764618,8.317075790452098
river,0.0,0.5719501133786848,MFA_Ready,-48.327979372258774,-46.03807353973389,1.320435844764618,7.873006263048371
narrow,0.0,0.6128798185941043,MFA_Ready,-47.41667200307377,-43.29125356674194,1.3204355294692325,9.259339363479253
conscience,0.0,0.8422902494331066,MFA_Ready,-47.923592703683035,-47.20011847359793,1.3137358556247694,10.908557699385149
level,0.0,0.5670748299319728,MFA_Ready,-49.74413205866228,-47.984002685546876,1.2978157576086262,10.12481624898573
muscle,0.0,0.6591836734693878,MFA_Ready,-49.199581261837125,-47.95263748168945,1.2978157576086262,14.454498943935658
buckle,0.0,0.5264625850340136,MFA_Ready,-50.87641417305424,-52.77568054199219,1.2978157576086262,6.177967593831557
puddle,0.0,0.5234920634920635,MFA_Ready,-52.20236440805289,-52.19961090087891,1.2978157576086262,11.882084132258328
real,0.0,0.6780272108843537,MFA_Ready,-44.089653463924634,-42.37885538736979,1.2978157576086262,14.35724300760884
pickle,0.0,0.5374376417233561,MFA_Ready,-57.28309461805556,-57.323631286621094,1.2978151912689573,4.473866865190807
novel,0.0,0.6266213151927438,MFA_Ready,-47.015543619791664,-47.74930114746094,1.2978151912689573,10.23830770726229
ankle,0.0,0.6844897959183673,MFA_Ready,-48.70641730813419,-46.61865119934082,1.2978151912689573,9.205218182399708
shovel,0.0,0.5807709750566893,MFA_Ready,-42.84041621767241,-43.389068603515625,1.288971432007229,11.822964875525244
temple,0.0,0.5090702947845805,MFA_Ready,-53.00648169424019,-52.83711242675781,1.2889708863791527,5.204542115991789
circle,0.0,0.673968253968254,MFA_Ready,-50.07899224580224,-47.72980422973633,1.2889708863791527,6.159664362813814
