file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
parcel,0.0,0.693764172335601,MFA_Ready,-46.50977977807971,-47.03129196166992,1.8906178033268974,7.500989039184457
package,0.0,0.8424263038548753,MFA_Ready,-51.13719540550595,-51.923379516601564,1.8766962704528163,8.623810794002807
princess,0.0,0.6894784580498866,MFA_Ready,-50.33042133718297,-51.76058741978237,1.8727270302210246,4.440381398507196
pimple,0.0,0.509546485260771,MFA_Ready,-52.00414560355392,-50.12139447530111,1.8727270302210246,16.543810742141012
chilly,0.0,0.500453514739229,MFA_Ready,-51.7464794921875,-50.17916202545166,1.868151272438857,13.996377039370092
christmas,0.0,0.7977324263038549,MFA_Ready,-50.48063659667969,-51.458126068115234,1.8681504983825656,7.313381789185932
gravel,0.0,0.7188888888888889,MFA_Ready,-46.74401177300347,-49.34751510620117,1.8679119574769956,15.945765475616987
axle,0.0,0.6850340136054421,MFA_Ready,-46.45628821331522,-45.57094879150391,1.8679119574769956,9.663255129291471
marvel,0.0,0.8547619047619047,MFA_Ready,-46.692799287683826,-44.046014149983726,1.8679113911373266,3.0630709596132704
passage,0.0,0.8696825396825397,MFA_Ready,-47.4772808908046,-46.9963493347168,1.8653312205596866,13.843688063513639
issue,0.0,0.6944897959183673,MFA_Ready,-48.330400107563406,-48.60367202758789,1.8641126161509547,8.781434264062408
forecast,0.0,1.0084807256235828,MFA_Ready,-46.85056176516089,-45.84873907906668,1.8576652144834855,11.754788098590613
champion,0.0,0.6724943310657596,MFA_Ready,-47.79569073577425,-47.26813997541155,1.8531391477193695,6.017030467021009
rabbi,0.0,0.6764625850340136,MFA_Ready,-43.522514792049634,-43.62132692337036,1.847479358686113,6.997513052186179
comfort,0.0,0.5354648526077097,MFA_Ready,-53.37024377893518,-50.23084945678711,1.8472621314823685,1.9496397793235154
pastor,0.0,0.6165532879818594,MFA_Ready,-56.13575400075605,-55.69471435546875,1.8472621314823685,2.843062239375037
master,0.0,0.6908390022675737,MFA_Ready,-47.21078535439312,-46.883060455322266,1.8472605856119457,9.647280958141017
former,0.0,0.7756462585034014,MFA_Ready,-47.54369491185897,-43.90347137451172,1.8390307004053896,8.286409469462782
feeling,0.0,0.816734693877551,MFA_Ready,-39.823164777057926,-37.96384124755859,1.8390307004053896,4.68743658138996
forward,0.0,0.8746258503401361,MFA_Ready,-38.91832513918822,-37.89904340108236,1.8390307004053896,12.236381908988825
moisture,0.0,0.6974149659863945,MFA_Ready,-51.01262904575893,-49.9089973449707,1.8293017708471664,7.01734905128372
machine,0.0,0.7181859410430839,MFA_Ready,-42.57427978515625,-51.0929931640625,1.8293017708471664,10.45272837320406
attempt,0.0,0.7072789115646259,MFA_Ready,-55.77397736025528,-54.44299125671387,1.8293017195036876,8.393192340278475
hatred,0.0,0.780702947845805,MFA_Ready,-54.188526642628204,-54.54719797770182,1.8257596061963584,11.932042243570919
wizard,0.0,0.6100907029478458,MFA_Ready,-50.53025742827869,-49.2534538269043,1.8257583568129072,13.74178196013898
witness,0.0,0.8911791383219955,MFA_Ready,-49.58060481039326,-50.14438692728678,1.8234302508894304,7.691223806444402
extra,0.0,0.636485260770975,MFA_Ready,-54.787147521972656,-55.11574109395345,1.8234302508894304,3.412261462787619
pianist,0.0,0.9625396825396826,MFA_Ready,-44.61738586425781,-44.41838863917759,1.8234302508894304,11.384756283166023
quiet,0.0,0.5538095238095239,MFA_Ready,-40.99035866477273,-44.54372787475586,1.8234302508894304,4.705695544256397
service,0.0,0.8339909297052154,MFA_Ready,-46.70021590267319,-45.686510467529295,1.823429705261354,6.209484992055362
assault,0.0,0.6555555555555556,MFA_Ready,-49.28824499881629,-48.94658737182617,1.8087174583317174,10.510326548830044
private,0.0,0.889750566893424,MFA_Ready,-45.15487293714887,-44.19661966959635,1.8087169750077288,9.10469373839625
courage,0.0,0.8107482993197279,MFA_Ready,-46.63504593460648,-44.775601387023926,1.8044653936808892,9.518643773544127
conflict,0.0,0.8625396825396825,MFA_Ready,-54.69668650072674,-53.30065202713013,1.8044653936808892,6.271899272934149
extreme,0.0,0.8217913832199546,MFA_Ready,-45.72672327553354,-47.726753507341655,1.801386372611822,8.104105526148992
buyer,0.0,0.59859410430839,MFA_Ready,-42.00064290364583,-47.6131960550944,1.7836945491722374,6.913098924640078
mirror,0.0,0.676984126984127,MFA_Ready,-41.64988439223345,-37.42819309234619,1.7836945491722374,7.385812578724732
mixer,0.0,0.7401360544217687,MFA_Ready,-45.956034892314186,-47.6169189453125,1.783693776237026,6.0343836763611485
tire,0.0,0.6317460317460317,MFA_Ready,-41.357983785962304,-41.610270182291664,1.783693776237026,6.97632192022839
velvet,0.0,0.44317460317460317,MFA_Ready,-49.67514870383523,-49.25024668375651,1.782296455252982,3.2712036584278046
tumble,0.0,0.5850793650793651,MFA_Ready,-42.13692564883475,-43.59222920735677,1.7744036147540105,23.920489912840463
ginger,0.0,0.6782312925170068,MFA_Ready,-45.29990880629595,-47.36086196899414,1.768072009524234,16.073100445805377
series,0.0,0.7688888888888888,MFA_Ready,-43.76127802861201,-40.565544509887694,1.7680710419538699,8.094038901758566
